(0, 0)
(0, 1)
(0, 2)
(0, 3)
(0, 4)
(0, 5)
(0, 6)
(0, 7)
(0, 9)
(0, 10)
(0, 11)
(0, 12)
(0, 13)
(0, 14)
(0, 15)
(0, 16)
(0, 17)
(0, 18)
(0, 19)
(0, 20)
(0, 21)
(0, 22)
(0, 23)
(0, 24)
(0, 25)
(0, 26)
(1, 26)
(2, 26)
(3, 26)
(4, 26)
(6, 26)
(5, 26)
(7, 26)
(8, 26)
(10, 26)
(9, 26)
(11, 26)
(12, 26)
(13, 26)
(14, 26)
(16, 26)
(17, 26)
(18, 26)
(15, 26)
(19, 26)
(20, 26)
(22, 26)
(23, 26)
(24, 26)
(21, 26)
(25, 26)
(26, 26)
(28, 26)
(27, 26)
(30, 26)
(29, 26)
(31, 26)
(32, 26)
(33, 26)
(34, 26)
(35, 26)
(36, 26)
(37, 26)
(38, 26)
(39, 26)
(41, 26)
(40, 26)
(42, 26)
(43, 26)
(44, 26)
(45, 26)
(46, 26)
(47, 26)
(47, 25)
(47, 24)
(47, 23)
(47, 22)
(47, 21)
(47, 19)
(47, 17)
(47, 16)
(47, 0)
(47, 1)
(47, 2)
(47, 3)
(47, 4)
(47, 5)
(47, 6)
(47, 7)
(47, 8)
(47, 9)
(47, 12)
(47, 13)
(47, 15)
(47, 14)
(47, 10)
(47, 11)
(47, 18)
(47, 20)
(0, 8)
(1, 0)
(2, 0)
(3, 0)
(4, 0)
(6, 0)
(7, 0)
(5, 0)
(8, 0)
(9, 0)
(10, 0)
(11, 0)
(12, 0)
(13, 0)
(14, 0)
(15, 0)
(16, 0)
(17, 0)
(18, 0)
(19, 0)
(20, 0)
(21, 0)
(23, 0)
(26, 0)
(27, 0)
(29, 0)
(33, 0)
(46, 0)
(45, 0)
(44, 0)
(43, 0)
(42, 0)
(40, 0)
(39, 0)
(41, 0)
(38, 0)
(37, 0)
(36, 0)
(35, 0)
(34, 0)
(32, 0)
(31, 0)
(30, 0)
(28, 0)
(25, 0)
(24, 0)
(22, 0)
(7, 19)
(7, 18)
(7, 17)
(7, 16)
(7, 15)
(7, 14)
(7, 13)
(7, 12)
(7, 11)
(7, 10)
(7, 9)
(7, 8)
(7, 7)
(8, 7)
(9, 7)
(10, 7)
(11, 7)
(12, 7)
(13, 7)
(14, 7)
(15, 7)
(16, 7)
(8, 19)
(9, 19)
(11, 19)
(12, 19)
(10, 19)
(14, 19)
(15, 19)
(16, 19)
(13, 19)
(17, 19)
(18, 19)
(19, 19)
(20, 19)
(21, 19)
(22, 19)
(23, 19)
(24, 19)
(25, 19)
(26, 19)
(28, 19)
(29, 19)
(31, 19)
(32, 19)
(39, 19)
(40, 19)
(38, 19)
(37, 19)
(36, 19)
(35, 19)
(34, 19)
(33, 19)
(30, 19)
(27, 19)
(40, 7)
(40, 8)
(40, 10)
(40, 9)
(40, 12)
(40, 11)
(40, 14)
(40, 13)
(40, 16)
(40, 17)
(40, 18)
(40, 15)
(17, 7)
(18, 7)
(19, 7)
(20, 7)
(21, 7)
(22, 7)
(23, 7)
(24, 7)
(25, 7)
(26, 7)
(27, 7)
(28, 7)
(29, 7)
(30, 7)
(31, 7)
(32, 7)
(33, 7)
(34, 7)
(35, 7)
(36, 7)
(37, 7)
(38, 7)
(39, 7)
